"species","closed_canopy","open_canopy","main_habitat","cutoff_40","cutoff_60","area_open","area_closed"
"Allium chychkanense R.M.Fritsch",0,1,"open","open","open",1,0
"Allium bakhtiaricum Regel",1,0,"closed","closed","closed",0,1
"Allium kuhsorkhense R.M.Fritsch & Joharchi",0,1,"open","open","open",1,0
"Allium trautvetterianum Regel",0,1,"open","open","open",1,0
"Allium pamiricum Wendelbo",0,1,"open","open","open",1,0
"Allium koelzii (Wendelbo) Perss. & Wendelbo",1,0,"closed","closed","closed",0,1
"Allium linearifolium H.J.Choi & B.U.Oh",1,0,"closed","closed","closed",0,1
"Allium gypsaceum Popov & Vved.",0,1,"open","open","open",1,0
"Allium omeiense Z.Y.Zhu",1,0,"closed","closed","closed",0,1
"Allium circassicum Kolak.",1,0,"closed","closed","closed",0,1
"Allium insufficiens Vved.",0,1,"open","open","open",1,0
"Allium hexaceras Vved.",0,1,"open","open","open",1,0
"Allium urusakiorum Özhatay, Seregin & N.Friesen",1,0,"closed","closed","closed",0,1
"Allium cupuliferum Regel",0,1,"open","open","open",1,0
"Allium aroides Popov & Vved.",0,1,"open","open","open",1,0
"Allium helicophyllum Vved.",0.5,0.5,"closed","open","closed",1,1
"Allium majus Vved.",0,1,"open","open","open",1,0
"Allium sulphureum Vved.",0,1,"open","open","open",1,0
"Allium filidentiforme Vved.",0,1,"open","open","open",1,0
"Allium dodecadontum Vved.",0,1,"open","open","open",1,0
"Allium alaicum Vved.",0,1,"open","open","open",1,0
"Allium pseudowinklerianum R.M.Fritsch & F.O.Khass.",0,1,"open","open","open",1,0
"Allium kuramense F.O.Khass. & N.Friesen",0,1,"open","open","open",1,0
"Allium schachimardanicum Vved.",0,1,"open","open","open",1,0
"Allium haneltii F.O.Khass. & R.M.Fritsch",0,1,"open","open","open",1,0
"Allium arkitense R.M.Fritsch",0,1,"open","open","open",1,0
"Allium zergericum F.O.Khass. & R.M.Fritsch",0,1,"open","open","open",1,0
"Allium montibaicalense N.Friesen",1,0,"closed","closed","closed",0,1
"Allium rubriflorum (Adamovic) Anackov, N.Friesen & Seregin",0.67,0.33,"closed","closed","closed",1,1
"Allium brevidens Vved.",0,1,"open","open","open",1,0
"Allium ivasczenkoae Kotukhov",0.5,0.5,"closed","open","closed",1,1
"Allium thunbergii var. thunbergii",0.29,0.71,"open","open","open",1,1
"Allium kurssanovii Popov",0,1,"open","open","open",1,0
"Allium spicatum (Prain) N.Friesen",0,1,"open","open","open",1,0
"Allium kujukense Vved.",0,1,"open","open","open",1,0
"Allium saposhnikovii Nikitina",0,1,"open","open","open",1,0
"Allium taschkenticum F.O.Khass. & R.M.Fritsch",0,1,"open","open","open",1,0
"Allium telmatum Bogdanovic, Brullo, Giusso & Salmeri",0,1,"open","open","open",1,0
"Allium oreoprasoides Vved.",0,1,"open","open","open",1,0
"Allium tuncelianum (Kollmann) Özhatay, B.Mathew & Siraneci",1,0,"closed","closed","closed",0,1
"Allium farreri Stearn",0,1,"open","open","open",1,0
"Allium parvulum Vved.",0.33,0.67,"open","open","open",1,1
"Allium farctum Wendelbo",0,1,"open","open","open",1,0
"Misopates orontium (L.) Raf.",0.59,0.41,"closed","open","closed",1,1
"Linaria alpina (L.) Mill.",0.83,0.17,"closed","closed","closed",0,1
"Linaria repens (L.) Mill.",0.89,0.11,"closed","closed","closed",0,1
"Linaria vulgaris Mill.",0.78,0.22,"closed","closed","closed",0,1
"Chaenorhinum minus (L.) Lange",0.87,0.13,"closed","closed","closed",0,1
"Linaria angustissima (Loisel.) Borbás",0.76,0.24,"closed","closed","closed",0,1
"Kickxia commutata (Bernh. ex Rchb.) Fritsch",0.12,0.88,"open","open","open",1,0
"Asarina procumbens Mill.",0.89,0.11,"closed","closed","closed",0,1
"Linaria pelisseriana (L.) Mill.",0.53,0.47,"closed","open","closed",1,1
"Linaria thymifolia (Vahl) DC.",0.97,0.03,"closed","closed","closed",0,1
"Antirrhinum majus L.",0.7,0.3,"closed","closed","closed",1,1
"Cymbalaria hepaticifolia (Poir.) Wettst.",0.71,0.29,"closed","closed","closed",1,1
"Kickxia spuria (L.) Dumort.",0.65,0.35,"closed","closed","closed",1,1
"Kickxia elatine (L.) Dumort.",0.74,0.26,"closed","closed","closed",1,1
"Linaria arvensis (L.) Desf.",0.63,0.37,"closed","closed","closed",1,1
"Kickxia aegyptiaca (L.) Nábelek",0.01,0.99,"open","open","open",1,0
"Nanorrhinum ramosissimum (Wall.) Betsche",0.67,0.33,"closed","closed","closed",1,1
"Linaria supina (L.) Chaz.",0.71,0.29,"closed","closed","closed",1,1
"Antirrhinum sempervirens Lapeyr.",0.65,0.35,"closed","closed","closed",1,1
"Anarrhinum laxiflorum Boiss.",0.03,0.97,"open","open","open",1,0
"Linaria pedunculata (L.) Chaz.",0.03,0.97,"open","open","open",1,0
"Kickxia cirrhosa (L.) Fritsch",0.13,0.87,"open","open","open",1,0
"Linaria incarnata (Vent.) Spreng.",0.62,0.38,"closed","closed","closed",1,1
"Linaria microsepala A.Kern.",0.3,0.7,"open","open","open",1,1
"Chaenorhinum rubrifolium (Robill. & Castagne ex DC.) Fourr.",0.1,0.9,"open","open","open",1,0
"Linaria bipartita (Vent.) Willd.",0.64,0.36,"closed","closed","closed",1,1
"Gambelia speciosa Nutt.",0.02,0.98,"open","open","open",1,0
"Antirrhinum L.",0.58,0.42,"closed","open","closed",1,1
"Linaria maroccana Hook.fil.",0.75,0.25,"closed","closed","closed",0,1
"Mohavea breviflora Coville",0.04,0.96,"open","open","open",1,0
"Linaria purpurea (L.) Mill.",0.85,0.15,"closed","closed","closed",0,1
"Linaria dalmatica (L.) Mill.",0.63,0.37,"closed","closed","closed",1,1
"Gambelia juncea (Benth.) D.A.Sutton",0.03,0.97,"open","open","open",1,0
"Sairocarpus multiflorus (Pennell) D.A.Sutton",0.05,0.95,"open","open","open",1,0
"Linaria texana Scheele",0.52,0.48,"closed","open","closed",1,1
"Linaria pinifolia (Poir.) Thell.",0.12,0.88,"open","open","open",1,0
"Antirrhinum latifolium Mill.",0.42,0.58,"open","open","closed",1,1
"Chaenorhinum (DC.) Rchb.",0.77,0.23,"closed","closed","closed",0,1
"Pseudomisopates Güemes",0,1,"open","open","open",1,0
"Lophospermum erubescens D.Don",0.95,0.05,"closed","closed","closed",0,1
"Linaria japonica Miq.",0.99,0.01,"closed","closed","closed",0,1
"Kickxia spuria subsp. integrifolia (Brot.) R.Fern.",0.21,0.79,"open","open","open",1,0
"Cymbalaria pallida (Ten.) Wettst.",0.99,0.01,"closed","closed","closed",0,1
"Maurandya scandens (Cav.) Pers.",0.78,0.22,"closed","closed","closed",0,1
"Anarrhinum duriminium (Brot.) Pers.",0.57,0.43,"closed","open","closed",1,1
"Antirrhinum graniticum Rothm.",0.04,0.96,"open","open","open",1,0
"Linaria canadensis (L.) Chaz.",0.92,0.08,"closed","closed","closed",0,1
"Cymbalaria microcalyx (Boiss.) Wettst.",0,1,"open","open","open",1,0
"Schweinfurthia latifolia Baker",0,1,"open","open","open",1,0
"Antirrhinum meonanthum Hoffmanns. & Link",0.4,0.6,"open","open","closed",1,1
"Linaria loeselii Schweigg.",1,0,"closed","closed","closed",0,1
"Galvezia fruticosa J.F.Gmel.",0.27,0.73,"open","open","open",1,1
"Linaria cretacea Fisch. ex Spreng.",0.06,0.94,"open","open","open",1,0
"Linaria micrantha (Cav.) Hoffmanns. & Link",0.04,0.96,"open","open","open",1,0
"Antirrhinum siculum Mill.",0.07,0.93,"open","open","open",1,0
"Galvezia leucantha subsp. porphyrantha Tye & H.Jäger",0,1,"open","open","open",1,0
"Pseudorontium cyathiferum (Benth.) Rothm.",0.02,0.98,"open","open","open",1,0
"Linaria simplex Desf.",0.29,0.71,"open","open","open",1,1
"Linaria flava (Poir.) Desf.",0,1,"open","open","open",1,0
"Anarrhinum corsicum Jord. & Fourr.",0,1,"open","open","open",1,0
"Linaria munbyana Boiss. & Reut.",0.06,0.94,"open","open","open",1,0
"Linaria triphylla (L.) Mill.",0.08,0.92,"open","open","open",1,0
"Linaria chalepensis (L.) Mill.",0.12,0.88,"open","open","open",1,0
"Linaria reflexa (L.) Desf.",0.1,0.9,"open","open","open",1,0
"Sairocarpus nuttallianus (A.DC.) D.A.Sutton",0.16,0.84,"open","open","open",1,0
"Sairocarpus watsonii (Vasey & Rose) D.A.Sutton",0,1,"open","open","open",1,0
"Limaria orientalis (A.Adams & Reeve, 1850)",0.87,0.13,"closed","closed","closed",0,1
"Cymbalaria aequitriloba (Viv.) A.Chev.",0.11,0.89,"open","open","open",1,0
"Maurandella antirrhiniflora (Humb. & Bonpl. ex Willd.) Rothm.",0.19,0.81,"open","open","open",1,0
"Neogaerrhinum filipes (A.Gray) Rothm.",0,1,"open","open","open",1,0
"Mabrya acerifolia (Pennell) Elisens",0,1,"open","open","open",1,0
"Linaria algarviana Chav.",0,1,"open","open","open",1,0
"Linaria spartea (L.) Chaz.",0.25,0.75,"open","open","open",1,0
"Linaria platycalyx Boiss.",0.07,0.93,"open","open","open",1,0
"Chaenorhinum origanifolium (L.) Fourr.",0.55,0.45,"closed","open","closed",1,1
"Cymbalaria glutinosa Bigazzi & Raffaelli",0.19,0.81,"open","open","open",1,0
"Linaria verticillata Boiss.",0.05,0.95,"open","open","open",1,0
"Cymbalaria longipes (Boiss. & Heldr.) A.Chev.",0.06,0.94,"open","open","open",1,0
"Linaria tursica Valdés & Cabezudo",0,1,"open","open","open",1,0
"Linaria saturejoides Boiss.",0,1,"open","open","open",1,0
"Linaria faucicola Leresche & Levier",0.92,0.08,"closed","closed","closed",0,1
"Linaria glacialis Boiss.",0,1,"open","open","open",1,0
"Cymbalaria microcalyx subsp. acutiloba (Boiss. & Heldr.) Greuter",1,0,"closed","closed","closed",0,1
"Linaria gharbensis Batt. & Pit.",0.15,0.85,"open","open","open",1,0
"Linaria clementei Haens. ex Boiss.",0,1,"open","open","open",1,0
"Linaria salzmannii Boiss.",0.03,0.97,"open","open","open",1,0
"Linaria schelkownikowii Schischk.",0.4,0.6,"open","open","closed",1,1
"Linaria anticaria Boiss. & Reut.",0,1,"open","open","open",1,0
"Linaria oblongifolia subsp. haenseleri (Boiss. & Reut.) Valdés",0,1,"open","open","open",1,0
"Chaenorhinum flexuosum (Desf.) Lange",0.12,0.88,"open","open","open",1,0
"Kickxia aegyptiaca subsp. fruticosa (Desf.) Wickens",0,1,"open","open","open",1,0
"Linaria oblongifolia (Boiss.) Boiss. & Reut.",0,1,"open","open","open",1,0
"Linaria tristis subsp. pectinata (Pau & Font Quer) Maire",0.32,0.68,"open","open","open",1,1
"Linaria latifolia Desf.",0.08,0.92,"open","open","open",1,0
"Chaenorhinum macropodum (Boiss. & Reut.) Lange",0,1,"open","open","open",1,0
"Chaenorhinum glareosum (Boiss.) Willk.",0.11,0.89,"open","open","open",1,0
"Linaria nivea Boiss. & Reut.",0,1,"open","open","open",1,0
"Anarrhinum longipedicellatum R.Fern.",0.67,0.33,"closed","closed","closed",1,1
"Linaria kurdica Boiss. & Hohen.",0.52,0.48,"closed","open","closed",1,1
"Misopates chrysothales (Font Quer) Rothm.",0,1,"open","open","open",1,0
"Linaria iconia Boiss. & Heldr.",1,0,"closed","closed","closed",0,1
"Antirrhinum hispanicum Chav.",0.08,0.92,"open","open","open",1,0
"Lophospermum purpusii (Brandegee) Rothm.",0.94,0.06,"closed","closed","closed",0,1
"Linaria amethystea (Vent.) Hoffmanns. & Link",0.06,0.94,"open","open","open",1,0
"Linaria viscosa (L.) Dum.Cours.",0.01,0.99,"open","open","open",1,0
"Antirrhinum linkianum Boiss. & Reut.",0.21,0.79,"open","open","open",1,0
"Linaria diffusa Hoffmanns. & Link",0,1,"open","open","open",1,0
"Linaria hirta (L.) Moench",0.04,0.96,"open","open","open",1,0
"Linaria tristis (L.) Mill.",0.1,0.9,"open","open","open",1,0
"Antirrhinum molle L.",0.38,0.62,"open","open","open",1,1
"Antirrhinum lopesianum Rothm.",0,1,"open","open","open",1,0
"Linaria depauperata subsp. hegelmaieri (Lange) De la Torre, Alcaraz & M.B.Crespo",0,1,"open","open","open",1,0
"Linaria triornithophora (L.) Cav.",0.55,0.45,"closed","open","closed",1,1
"Linaria huteri Lange",0,1,"open","open","open",1,0
"Linaria cavanillesii Chav.",0,1,"open","open","open",1,0
"Antirrhinum charidemi Lange",0.14,0.86,"open","open","open",1,0
"Linaria nigricans Lange",0.2,0.8,"open","open","open",1,0
"Linaria elymaitica (Boiss.) Kuprian.",0.6,0.4,"closed","closed","closed",1,1
"Linaria lineolata Boiss. & Kotschy",0.67,0.33,"closed","closed","closed",1,1
"Linaria nurensis Boiss. & Hausskn.",1,0,"closed","closed","closed",0,1
"Antirrhinum valentinum Font Quer",0,1,"open","open","open",1,0
"Lophospermum breedlovei Elisens",1,0,"closed","closed","closed",0,1
"Lophospermum turneri Elisens",1,0,"closed","closed","closed",0,1
"Linaria supina subsp. maritima (DC.) M.Laínz",0.92,0.08,"closed","closed","closed",0,1
"Antirrhinum pertegasii Rothm.",0,1,"open","open","open",1,0
"Antirrhinum microphyllum Rothm.",0,1,"open","open","open",1,0
"Linaria badalii Willk.",0.31,0.69,"open","open","open",1,1
"Linaria depauperata Leresche ex Lange",0,1,"open","open","open",1,0
"Chaenorhinum reyesii (C.Vicioso & Pau) Benedí",0,1,"open","open","open",1,0
"Antirrhinum australe Rothm.",0.09,0.91,"open","open","open",1,0
"Chaenorhinum exile (Coss. & Kralik) Lange",0.02,0.98,"open","open","open",1,0
"Antirrhinum grosii Font Quer",0,1,"open","open","open",1,0
"Chaenorhinum robustum Loscos",0.01,0.99,"open","open","open",1,0
"Linaria lilacina Lange",0,1,"open","open","open",1,0
"Antirrhinum mollissimum (Pau) Rothm.",0,1,"open","open","open",1,0
"Linaria benitoi Fern.Casas",0,1,"open","open","open",1,0
"Antirrhinum pulverulentum Lázaro Ibiza",0,1,"open","open","open",1,0
"Neogaerrhinum strictum (Hook. & Arn.) Rothm.",0.07,0.93,"open","open","open",1,0
"Sairocarpus vexillocalyculatus (Kellogg) D.A.Sutton",0.46,0.54,"open","open","closed",1,1
"Linaria odora (M.Bieb.) Fisch.",0.3,0.7,"open","open","open",1,1
"Sairocarpus coulterianus (A.DC.) D.A.Sutton",0,1,"open","open","open",1,0
"Antirrhinum controversum Pau",0,1,"open","open","open",1,0
"Schweinfurthia papilionacea (L.) Boiss.",0,1,"open","open","open",1,0
"Linaria polygalifolia Hoffmanns. & Link",0.47,0.53,"open","open","closed",1,1
"Linaria peloponnesiaca Boiss. & Heldr.",0.31,0.69,"open","open","open",1,1
"Antirrhinum tortuosum Bosc ex Vent.",0.08,0.92,"open","open","open",1,0
"Linaria virgata (Poir.) Desf.",0.11,0.89,"open","open","open",1,0
"Linaria capraria Moris & De Not.",0,1,"open","open","open",1,0
"Chaenorhinum villosum (L.) Lange",0.05,0.95,"open","open","open",1,0
"Sairocarpus virga (A.Gray) D.A.Sutton",0.31,0.69,"open","open","open",1,1
"Nanorrhinum scoparium (Brouss. ex Spreng.) Yousefi & Zarre",0,1,"open","open","open",1,0
"Linaria multicaulis (L.) Mill.",0.17,0.83,"open","open","open",1,0
"Linaria haelava (Forssk.) Delile",0,1,"open","open","open",1,0
"Nanorrhinum elegans (G.Forst.) Ghebr.",1,0,"closed","closed","closed",0,1
"Linaria ricardoi Cout.",0,1,"open","open","open",1,0
"Kickxia caucasica (Muss.-Puschk. ex Spreng.) Kuprian.",0.85,0.15,"closed","closed","closed",0,1
"Gadoria falukei Güemes & Mota",0,1,"open","open","open",1,0
"Nanorrhinum heterophyllum (Schousb.) Ghebr.",0,1,"open","open","open",1,0
"Sairocarpus kingii (S.Watson) D.A.Sutton",0,1,"open","open","open",1,0
"Linaria polygalifolia subsp. aguillonensis (García Mart.) Castrov. & Lago",1,0,"closed","closed","closed",0,1
"Linaria oligantha Lange",0,1,"open","open","open",1,0
"Chaenorhinum grandiflorum (Coss.) Willk.",0,1,"open","open","open",1,0
"Linaria tenuis (Viv.) Spreng.",0,1,"open","open","open",1,0
"Linaria armeniaca Chav.",0.5,0.5,"closed","open","closed",1,1
"Linaria incompleta Kuprian.",0.16,0.84,"open","open","open",1,0
"Antirrhinum onubense (Fern.Casas) Fern.Casas",0,1,"open","open","open",1,0
"Linaria polygalifolia subsp. lamarckii (Rouy) D.A.Sutton",0,1,"open","open","open",1,0
"Linaria popovii Kuprian.",0,1,"open","open","open",1,0
"Nanorrhinum acerbianum (Boiss.) Betsche",0,1,"open","open","open",1,0
"Chaenorhinum litorale (Bernh. ex Willd.) Fritsch",0.5,0.5,"closed","open","closed",1,1
"Cymbalaria microcalyx subsp. ebelii (Cufod.) Cufod.",0,1,"open","open","open",1,0
"Sairocarpus cornutus (Benth.) D.A.Sutton",0.3,0.7,"open","open","open",1,1
"Sairocarpus costatus (Wiggins) D.A.Sutton",0.33,0.67,"open","open","open",1,1
"Linaria joppensis Bornm.",0,1,"open","open","open",1,0
"Acanthorrhinum ramosissimum (Coss. & Durieu) Rothm.",0,1,"open","open","open",1,0
"Linaria amethystea subsp. broussonetii (Poir.) Malato-Beliz",0.05,0.95,"open","open","open",1,0
"Linaria sessilis Kuprian.",0,1,"open","open","open",1,0
"Galvezia elisensii M.O.Dillon & Quip.",0,1,"open","open","open",1,0
"Linaria warionis Pomel",0,1,"open","open","open",1,0
"Linaria thibetica Franch.",0.62,0.38,"closed","closed","closed",1,1
"Linaria corifolia Desf.",0.71,0.29,"closed","closed","closed",1,1
"Linaria ventricosa Coss. & Balansa",0,1,"open","open","open",1,0
"Linaria nevadensis (Boiss.) Boiss. & Reut.",0,1,"open","open","open",1,0
"Cymbalaria glutinosa subsp. brevicalcarata Bigazzi & Raffaelli",0,1,"open","open","open",1,0
"Sairocarpus breweri (A.Gray) D.A.Sutton",1,0,"closed","closed","closed",0,1
"Howelliella ovata (Eastw.) Rothm.",0,1,"open","open","open",1,0
"Linaria albifrons (Sm.) Spreng.",0,1,"open","open","open",1,0
"Linaria multicaulis subsp. heterophylla (Desf.) D.A.Sutton",0.26,0.74,"open","open","open",1,1
"Chaenorhinum tenellum (Cav.) Lange",0.09,0.91,"open","open","open",1,0
"Linaria orbensis Carretero & Boira",0,1,"open","open","open",1,0
"Antirrhinum subbaeticum Güemes, Mateu & Sánchez-Gómez",0,1,"open","open","open",1,0
"Cymbalaria fragilis (Rodr.) A.Chev.",0,1,"open","open","open",1,0
"Kickxia floribunda (Boiss.) Täckh. & Boulos",0,1,"open","open","open",1,0
"Misopates microcarpum (Pomel) D.A.Sutton",0.02,0.98,"open","open","open",1,0
"Linaria filicaulis Boiss. ex Leresche & Levier",0.95,0.05,"closed","closed","closed",0,1
"Linaria amoi Campo ex Amo",0,1,"open","open","open",1,0
"Linaria glauca subsp. olcadium Valdés & D.A.Webb",0,1,"open","open","open",1,0
"Chaenorhinum crassifolium (Cav.) Kostel.",0.1,0.9,"open","open","open",1,0
"Anarrhinum pedatum Desf.",0.17,0.83,"open","open","open",1,0
"Linaria depauperata subsp. ilergabona (M.B.Crespo & Arán) L.Sáez",0,1,"open","open","open",1,0
"Linaria atlantica Boiss. & Reut.",0,1,"open","open","open",1,0
"Linaria venosa Lindl.",0.1,0.9,"open","open","open",1,0
"Linaria bamianica Patzak",0,1,"open","open","open",1,0
"Mabrya coccinea (I.M.Johnst.) Elisens",0,1,"open","open","open",1,0
"Mabrya rosei (Munz) Elisens",0.86,0.14,"closed","closed","closed",0,1
"Linaria grandiflora Desf.",0.63,0.37,"closed","closed","closed",1,1
"Linaria bubanii Font Quer",0.23,0.77,"open","open","open",1,0
"Antirrhinum litigiosum Pau",0.02,0.98,"open","open","open",1,0
"Linaria meyeri Kuprian.",1,0,"closed","closed","closed",0,1
"Linaria aeruginea Loscos & J.Pardo",0,1,"open","open","open",1,0
"Linaria pseudoviscosa Murb.",0,1,"open","open","open",1,0
"Linaria intricata Coincy",0,1,"open","open","open",1,0
"Linaria verticillata subsp. cuartanensis (Degen & Hervier) L.Sáez & M.B.Crespo",0.08,0.92,"open","open","open",1,0
"Linaria becerrae Blanca, Cueto & J.Fuentes",0,1,"open","open","open",1,0
"Chaenorhinum raveyi (Boiss.) Pau",0,1,"open","open","open",1,0
"Linaria gattefossei Maire & Weiller",0,1,"open","open","open",1,0
"Misopates salvagense D.A.Sutton",0,1,"open","open","open",1,0
"Linaria bordiana Santa & Simonn.",0.69,0.31,"closed","closed","closed",1,1
"Linaria schirvanica Fomin",0.4,0.6,"open","open","closed",1,1
"Linaria genistifolia Benth.",0,1,"open","open","open",1,0
"Chaenorhinum formenterae Gand.",0,1,"open","open","open",1,0
"Linaria ficalhoana Rouy",0,1,"open","open","open",1,0
"Linaria accitensis L.Sáez, Juan, M.B.Crespo, F.B.Navarro, J.Peñas & Roquet",0,1,"open","open","open",1,0
"Linaria almijarensis Campo & Amo",0,1,"open","open","open",1,0
"Linaria transiliensis Kuprian.",0.27,0.73,"open","open","open",1,1
"Antirrhinum rothmaleri (P.Silva) Amich",0,1,"open","open","open",1,0
"Nanorrhinum ovatum (Benth.) Podlech & Iranshahr",0,1,"open","open","open",1,0
"Linaria unaiensis Patzak",0,1,"open","open","open",1,0
"Nanorrhinum cabulicum (Benth.) Podlech & Iranshahr",0,1,"open","open","open",1,0
