"genera","closed_canopy","open_canopy","main_habitat","cutoff_40","cutoff_60","area_open","area_closed"
"Quercus marilandica (L.) Münchh.",0.72,0.28,"closed","closed","closed",1,1
"Aristida tuberculosa Nutt.",0.81,0.19,"closed","closed","closed",0,1
"Triplasis americana P.Beauv.",0.96,0.04,"closed","closed","closed",0,1
"Tridens flavus (L.) Hitchc.",0.66,0.34,"closed","closed","closed",1,1
"Richardia scabra L.",0.77,0.23,"closed","closed","closed",0,1
"Muhlenbergia capillaris (Lam.) Trin.",0.76,0.24,"closed","closed","closed",0,1
"Muhlenbergia expansa (Poir.) Trin.",0.96,0.04,"closed","closed","closed",0,1
"Muhlenbergia emersleyi Vasey",0.67,0.33,"closed","closed","closed",1,1
"Ruellia caroliniensis (J.F.Gmel.) Steud.",0.96,0.04,"closed","closed","closed",0,1
"Ruellia ciliosa Pursh",0.82,0.18,"closed","closed","closed",0,1
"Oryzopsis hymenoides (Roem. & Schult.) Ricker ex Piper",0.19,0.81,"open","open","open",1,0
"Ruellia strepens L.",0.57,0.43,"closed","open","closed",1,1
"Muhlenbergia straminea Hitchc.",0.91,0.09,"closed","closed","closed",0,1
"Ruellia humilis Nutt.",0.5,0.5,"closed","open","closed",1,1
"Panicum amarum Elliott",0.84,0.16,"closed","closed","closed",0,1
"Lupinus diffusus Nutt.",0.94,0.06,"closed","closed","closed",0,1
"Lyonia lucida (Lam.) K.Koch",0.97,0.03,"closed","closed","closed",0,1
"Muhlenbergia pungens Thurb.",0.05,0.95,"open","open","open",1,0
"Muhlenbergia pauciflora Buckley",0.61,0.39,"closed","closed","closed",1,1
"Muhlenbergia schreberi J.F.Gmel.",0.68,0.32,"closed","closed","closed",1,1
"Muhlenbergia rigens (Benth.) Hitchc.",0.37,0.63,"open","open","open",1,1
"Schizachyrium tenerum Nees",0.78,0.22,"closed","closed","closed",0,1
"Muhlenbergia sobolifera (Muhl. ex Willd.) Trin.",0.59,0.41,"closed","open","closed",1,1
"Muhlenbergia tenuiflora (Willd.) Britton, Sterns & Poggenb.",0.87,0.13,"closed","closed","closed",0,1
"Asclepias obovata Elliott",0.98,0.02,"closed","closed","closed",0,1
"Croton capitatus Michx.",0.56,0.44,"closed","open","closed",1,1
"Lepidium virginicum L.",0.7,0.3,"closed","closed","closed",1,1
"Oenothera linifolia Nutt.",0.66,0.34,"closed","closed","closed",1,1
"Asclepias humistrata Walter",0.99,0.01,"closed","closed","closed",0,1
"Viburnum nudum L.",0.99,0.01,"closed","closed","closed",0,1
"Viburnum cassinoides L.",1,0,"closed","closed","closed",0,1
"Quercus margarettiae (Ashe) Small",0.97,0.03,"closed","closed","closed",0,1
"Quercus margarettae (Ashe) Small",0.88,0.12,"closed","closed","closed",0,1
"Paspalum plicatulum Michx.",0.61,0.39,"closed","closed","closed",1,1
"Quercus austrina Small",1,0,"closed","closed","closed",0,1
"Oxypolis rigidior (L.) Raf.",0.89,0.11,"closed","closed","closed",0,1
"Luziola fluitans (Michx.) Terrell & H.Rob.",0.84,0.16,"closed","closed","closed",0,1
"Hordeum pusillum Nutt.",0.33,0.67,"open","open","open",1,1
"Hordeum intercedens Nevski",0.03,0.97,"open","open","open",1,0
"Asclepias longifolia Michx.",0.89,0.11,"closed","closed","closed",0,1
"Houstonia procumbens (Walter ex J.F.Gmel.) Standl.",0.97,0.03,"closed","closed","closed",0,1
"Houstonia longifolia Gaertn.",0.82,0.18,"closed","closed","closed",0,1
"Houstonia micrantha (Shinners) Terrell",0.93,0.07,"closed","closed","closed",0,1
"Asclepias verticillata L.",0.51,0.49,"closed","open","closed",1,1
"Leersia virginica Willd.",0.73,0.27,"closed","closed","closed",1,1
"Asclepias viridis Walter",0.47,0.53,"open","open","closed",1,1
"Asclepias viridiflora Raf.",0.37,0.63,"open","open","open",1,1
"Asclepias lanceolata Ives",1,0,"closed","closed","closed",0,1
"Leptochloa dubia (Kunth) Nees",0.27,0.73,"open","open","open",1,1
"Vulpia octoflora (Walter) Rydb.",0.33,0.67,"open","open","open",1,1
"Asclepias perennis Walter",0.92,0.08,"closed","closed","closed",0,1
"Asclepias michauxii Decne.",0.98,0.02,"closed","closed","closed",0,1
"Leersia hexandra Sw.",0.57,0.43,"closed","open","closed",1,1
"Danthonia sericea Nutt.",1,0,"closed","closed","closed",0,1
"Asclepias tuberosa L.",0.76,0.24,"closed","closed","closed",0,1
"Melica mutica Walter",0.89,0.11,"closed","closed","closed",0,1
"Oldenlandia uniflora L.",0.92,0.08,"closed","closed","closed",0,1
"Houstonia purpurea L.",0.94,0.06,"closed","closed","closed",0,1
"Houstonia serpyllifolia Michx.",1,0,"closed","closed","closed",0,1
"Viburnum rufidulum Raf.",0.74,0.26,"closed","closed","closed",1,1
"Quercus shumardii Buckley",0.74,0.26,"closed","closed","closed",1,1
"Tomostima cuneifolia (Nutt.) Al-Shehbaz, M.Koch & Jordon-Thaden",0.1,0.9,"open","open","open",1,0
"Toxicodendron radicans (L.) Kuntze",0.82,0.18,"closed","closed","closed",0,1
"Asclepias hirtella (Pennell) Woodson",0.43,0.57,"open","open","closed",1,1
"Quercus laevis Walter",0.99,0.01,"closed","closed","closed",0,1
"Solanum rostratum Dunal",0.37,0.63,"open","open","open",1,1
"Solanum ptychanthum Dunal",0.68,0.32,"closed","closed","closed",1,1
"Solanum americanum Mill.",0.66,0.34,"closed","closed","closed",1,1
"Solanum elaeagnifolium Cav.",0.17,0.83,"open","open","open",1,0
"Houstonia rosea (Raf.) Terrell",0.85,0.15,"closed","closed","closed",0,1
"Eragrostis hypnoides (Lam.) Britton, Sterns & Poggenb.",0.56,0.44,"closed","open","closed",1,1
"Zizania aquatica L.",0.89,0.11,"closed","closed","closed",0,1
"Allium canadense L.",0.65,0.35,"closed","closed","closed",1,1
"Eriochloa acuminata (J.Presl) Kunth",0.42,0.58,"open","open","closed",1,1
"Allium cernuum Roth",0.75,0.25,"closed","closed","closed",0,1
"Vulpia myuros (L.) C.C.Gmel.",0.63,0.37,"closed","closed","closed",1,1
"Festuca idahoensis Elmer",0.66,0.34,"closed","closed","closed",1,1
"Festuca roemeri (Pavlick) E.B.Alexeev",0.86,0.14,"closed","closed","closed",0,1
"Physalis virginiana Mill.",0.62,0.38,"closed","closed","closed",1,1
"Festuca rubra L.",0.74,0.26,"closed","closed","closed",1,1
"Glyceria melicaria (Michx.) F.T.Hubb.",1,0,"closed","closed","closed",0,1
"Glyceria septentrionalis Hitchc.",0.83,0.17,"closed","closed","closed",0,1
"Glyceria striata (Lam.) Hitchc.",0.74,0.26,"closed","closed","closed",1,1
"Glyceria occidentalis (Piper) J.C.Nelson",0.71,0.29,"closed","closed","closed",1,1
"Eragrostis secundiflora J.Presl",0.37,0.63,"open","open","open",1,1
"Hordeum brachyantherum Nevski",0.58,0.42,"closed","open","closed",1,1
"Gymnopogon brevifolius Trin.",0.98,0.03,"closed","closed","closed",0,1
"Gymnopogon ambiguus (Michx.) Britton, Sterns & Poggenb.",0.87,0.13,"closed","closed","closed",0,1
"Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.",0.53,0.47,"closed","open","closed",1,1
"Sorghastrum nutans (L.) Nash",0.55,0.45,"closed","open","closed",1,1
"Piptochaetium avenaceum (L.) Parodi",0.97,0.03,"closed","closed","closed",0,1
"Stipa occidentalis Thurb. ex S.Watson",0.7,0.3,"closed","closed","closed",1,1
"Sporobolus indicus (L.) R.Br.",0.69,0.31,"closed","closed","closed",1,1
"Amsonia tabernaemontana Walter",0.81,0.19,"closed","closed","closed",0,1
"Sporobolus vaginiflorus (Torr. ex A.Gray) Alph.Wood",0.62,0.38,"closed","closed","closed",1,1
"Apocynum cannabinum L.",0.55,0.45,"closed","open","closed",1,1
"Eragrostis intermedia Hitchc.",0.48,0.52,"open","open","closed",1,1
"Stenotaphrum secundatum (Walter) Kuntze",0.78,0.22,"closed","closed","closed",0,1
"Eragrostis spectabilis (Pursh) Steud.",0.66,0.34,"closed","closed","closed",1,1
"Oenothera biennis L.",0.79,0.21,"closed","closed","closed",0,1
"Triplasis purpurea (Walter) Chapm.",0.49,0.51,"open","open","closed",1,1
"Tripsacum dactyloides (L.) L.",0.67,0.33,"closed","closed","closed",1,1
"Arisaema triphyllum (L.) Schott",0.84,0.16,"closed","closed","closed",0,1
"Rhexia nuttallii C.W.James",0.97,0.03,"closed","closed","closed",0,1
"Quercus pagoda Raf.",0.98,0.02,"closed","closed","closed",0,1
"Bignonia capreolata L.",0.96,0.04,"closed","closed","closed",0,1
"Gaylussacia dumosa (Andr.) A.Gray",0.98,0.02,"closed","closed","closed",0,1
"Ctenium aromaticum (Walter) Alph.Wood",0.97,0.03,"closed","closed","closed",0,1
"Oxypolis filiformis (Walter) Britton",0.91,0.09,"closed","closed","closed",0,1
"Ptilimnium capillaceum (Michx.) Raf.",0.89,0.11,"closed","closed","closed",0,1
"Echinochloa walteri (Pursh) A.Heller",0.81,0.19,"closed","closed","closed",0,1
"Spartina patens (Aiton) Muhl.",0.82,0.18,"closed","closed","closed",0,1
"Spartina alterniflora Loisel.",0.86,0.14,"closed","closed","closed",0,1
"Lilaeopsis chinensis (L.) Kuntze",0.96,0.04,"closed","closed","closed",0,1
"Limnosciadium pinnatum (Nutt. ex DC.) Mathias & Constance",0.55,0.45,"closed","open","closed",1,1
"Osmorhiza longistylis (Torr.) DC.",0.69,0.31,"closed","closed","closed",1,1
"Osmorhiza claytonii (Michx.) C.B.Clarke",0.86,0.14,"closed","closed","closed",0,1
"Ptilimnium nuttallii (DC.) Britton",0.65,0.35,"closed","closed","closed",1,1
"Sphenopholis intermedia (Rydb.) Rydb.",0.78,0.22,"closed","closed","closed",0,1
"Ludwigia suffruticosa Walter",1,0,"closed","closed","closed",0,1
"Trepocarpus aethusae Nutt. ex DC.",0.87,0.13,"closed","closed","closed",0,1
"Sporobolus giganteus Nash",0.08,0.92,"open","open","open",1,0
"Zizia aurea (L.) W.D.J.Koch",0.72,0.28,"closed","closed","closed",1,1
"Asclepias pedicellata Walter",0.91,0.09,"closed","closed","closed",0,1
"Sporobolus clandestinus (Biehler) Hitchc.",0.67,0.33,"closed","closed","closed",1,1
"Sium suave Walter",0.77,0.23,"closed","closed","closed",0,1
"Sporobolus contractus Hitchc.",0.13,0.87,"open","open","open",1,0
"Spermolepis inermis (Nutt. ex DC.) Mathias & Constance",0.23,0.77,"open","open","open",1,0
"Taenidia integerrima (L.) Drude",0.82,0.18,"closed","closed","closed",0,1
"Sporobolus cryptandrus (Torr.) A.Gray",0.28,0.72,"open","open","open",1,1
"Deschampsia flexuosa (L.) Trin.",0.86,0.14,"closed","closed","closed",0,1
"Deschampsia foliosa Hack.",1,0,"closed","closed","closed",0,1
"Deschampsia maderensis (Hack. & Bornm.) Buschm.",1,0,"closed","closed","closed",0,1
"Setaria parviflora (Poir.) Kerguélen",0.6,0.4,"closed","closed","closed",1,1
"Pennisetum polystachion (L.) Schult.",0.48,0.52,"open","open","closed",1,1
"Cicuta maculata L.",0.67,0.33,"closed","closed","closed",1,1
"Cryptotaenia canadensis (L.) DC.",0.77,0.23,"closed","closed","closed",0,1
"Cinna arundinacea L.",0.74,0.26,"closed","closed","closed",1,1
"Cinna latifolia (Trevir. ex Göpp.) Griseb.",0.91,0.09,"closed","closed","closed",0,1
"Danthonia compressa Austin",1,0,"closed","closed","closed",0,1
"Danthonia spicata (L.) Roem. & Schult.",0.87,0.13,"closed","closed","closed",0,1
"Setaria leucopila (Scribn. & Merr.) K.Schum.",0.15,0.85,"open","open","open",1,0
"Setaria grisebachii E.Fourn.",0.53,0.47,"closed","open","closed",1,1
"Oxydendrum arboreum (L.) DC.",1,0,"closed","closed","closed",0,1
"Quercus laurifolia Michx.",0.96,0.04,"closed","closed","closed",0,1
"Quercus muehlenbergii Engelm.",0.73,0.27,"closed","closed","closed",1,1
"Arisaema dracontium (L.) Schott",0.7,0.3,"closed","closed","closed",1,1
"Elymus elymoides (Raf.) Swezey",0.4,0.6,"open","open","closed",1,1
"Rhus glabra L.",0.66,0.34,"closed","closed","closed",1,1
"Quercus velutina Lam.",0.79,0.21,"closed","closed","closed",0,1
"Chaerophyllum tainturieri Hook. & Arn.",0.69,0.31,"closed","closed","closed",1,1
"Chaerophyllum procumbens (L.) Crantz",0.63,0.37,"closed","closed","closed",1,1
"Rhus typhina L.",0.93,0.07,"closed","closed","closed",0,1
"Poa fendleriana (Steud.) Vasey",0.48,0.52,"open","open","closed",1,1
"Poa palustris L.",0.77,0.23,"closed","closed","closed",0,1
"Poa autumnalis Muhl. ex Elliott",0.95,0.05,"closed","closed","closed",0,1
"Asimina triloba (L.) Dunal",0.81,0.19,"closed","closed","closed",0,1
"Poa pratensis L.",0.64,0.36,"closed","closed","closed",1,1
"Carex basiantha Steud.",0.91,0.09,"closed","closed","closed",0,1
"Carex triangularis Boeckeler",0.79,0.21,"closed","closed","closed",0,1
"Carex dasycarpa Muhl.",1,0,"closed","closed","closed",0,1
"Rhus aromatica Aiton",0.7,0.3,"closed","closed","closed",1,1
"Phragmites australis (Cav.) Trin. ex Steud.",0.6,0.4,"closed","closed","closed",1,1
"Poa alsodes A.Gray",0.99,0.01,"closed","closed","closed",0,1
"Pennisetum glaucum (L.) R.Br.",0.58,0.42,"closed","open","closed",1,1
"Phalaris arundinacea L.",0.73,0.27,"closed","closed","closed",1,1
"Phalaris angusta Nees ex Trin.",0.44,0.56,"open","open","closed",1,1
"Rhus copallina L.",0.88,0.12,"closed","closed","closed",0,1
"Sabal minor (Jacq.) Pers.",0.86,0.14,"closed","closed","closed",0,1
"Epigaea repens L.",0.99,0.01,"closed","closed","closed",0,1
"Paspalum distichum L.",0.39,0.61,"open","open","open",1,1
"Paspalum repens P.J.Bergius",0.67,0.33,"closed","closed","closed",1,1
"Paspalum minus E.Fourn.",0.76,0.24,"closed","closed","closed",0,1
"Cardamine bulbosa (Schreb. ex Muhl.) Britton, Sterns & Poggenb.",0.83,0.17,"closed","closed","closed",0,1
"Cardamine diphylla (Michx.) A.W.Wood",1,0,"closed","closed","closed",0,1
"Cardamine douglassii Britton",0.89,0.11,"closed","closed","closed",0,1
"Rhododendron maximum L.",1,0,"closed","closed","closed",0,1
"Carpinus caroliniana Walter",0.96,0.04,"closed","closed","closed",0,1
"Carpinus caroliniana subsp. virginiana (Marshall) Furlow",0.93,0.07,"closed","closed","closed",0,1
"Pieris floribunda (Pursh) Benth. ex Hook.",1,0,"closed","closed","closed",0,1
"Rhododendron atlanticum (Ashe) Rehder",1,0,"closed","closed","closed",0,1
"Paspalum acuminatum Raddi",0.39,0.61,"open","open","open",1,1
"Alnus serrulata (Aiton) Willd.",0.95,0.05,"closed","closed","closed",0,1
"Orontium aquaticum L.",1,0,"closed","closed","closed",0,1
"Lepidium oblongum Small",0.15,0.85,"open","open","open",1,0
"Leucothoe fontanesiana (Steud.) Sleumer",1,0,"closed","closed","closed",0,1
"Kalmia latifolia L.",1,0,"closed","closed","closed",0,1
"Lyonia ligustrina (L.) DC.",0.99,0.01,"closed","closed","closed",0,1
"Corylus americana Walter",0.77,0.23,"closed","closed","closed",0,1
"Ostrya virginiana (Mill.) K.Koch",0.85,0.15,"closed","closed","closed",0,1
"Chimaphila umbellata (L.) W.P.C.Barton",0.95,0.05,"closed","closed","closed",0,1
"Betula lenta L.",1,0,"closed","closed","closed",0,1
"Betula uber (Ashe) Fernald",0.67,0.33,"closed","closed","closed",1,1
"Betula alleghaniensis Britton",0.97,0.03,"closed","closed","closed",0,1
"Betula nigra L.",0.84,0.16,"closed","closed","closed",0,1
"Arctostaphylos pungens Kunth",0.6,0.4,"closed","closed","closed",1,1
"Ceratiola ericoides Michx.",0.97,0.03,"closed","closed","closed",0,1
"Mimosa strigillosa Torr. & A.Gray",0.51,0.49,"closed","open","closed",1,1
"Lupinus villosus Willd.",1,0,"closed","closed","closed",0,1
"Fagus grandifolia Ehrh.",0.99,0.01,"closed","closed","closed",0,1
"Fagus grandifolia var. caroliniana (Loudon) Fernald & Rehder",1,0,"closed","closed","closed",0,1
"Fagus grandifolia subsp. grandifolia",0.98,0.02,"closed","closed","closed",0,1
"Fagus grandifolia subsp. mexicana (Martínez) A.E.Murray",1,0,"closed","closed","closed",0,1
"Calliandra eriophylla Benth.",0.26,0.74,"open","open","open",1,1
"Viburnum rafinesquianum Schult.",0.87,0.13,"closed","closed","closed",0,1
"Carex brevior (Dewey) Mack. ex Lunell",0.43,0.57,"open","open","closed",1,1
"Carex bromoides Willd.",0.98,0.02,"closed","closed","closed",0,1
"Carex bulbostylis Mack.",0.57,0.43,"closed","open","closed",1,1
"Carex bullata Willd.",1,0,"closed","closed","closed",0,1
"Carex alopecoidea Tuck.",0.72,0.28,"closed","closed","closed",1,1
"Carex amphibola Steud.",0.88,0.12,"closed","closed","closed",0,1
"Carex atlantica L.H.Bailey",1,0,"closed","closed","closed",0,1
"Carex austrina Mack.",0.34,0.66,"open","open","open",1,1
"Carex annectens (E.P.Bicknell) E.P.Bicknell",0.73,0.27,"closed","closed","closed",1,1
"Carex appalachica J.M.Webber & P.W.Ball",1,0,"closed","closed","closed",0,1
"Viburnum dentatum L.",0.92,0.08,"closed","closed","closed",0,1
"Viburnum scabrellum (Torr. & Gray) Chapm.",1,0,"closed","closed","closed",0,1
"Viburnum recognitum Fernald",0.88,0.12,"closed","closed","closed",0,1
"Viburnum acerifolium L.",0.97,0.03,"closed","closed","closed",0,1
"Carex abscondita Mack.",0.97,0.03,"closed","closed","closed",0,1
"Carex albolutescens Schwein.",0.96,0.04,"closed","closed","closed",0,1
"Carex albursina E.Sheld.",0.79,0.21,"closed","closed","closed",0,1
"Croton glandulosus L.",0.57,0.43,"closed","open","closed",1,1
"Croton monanthogynus Michx.",0.45,0.55,"open","open","closed",1,1
"Carex alata Torr.",0.93,0.07,"closed","closed","closed",0,1
"Croton punctatus Jacq.",0.66,0.34,"closed","closed","closed",1,1
"Serenoa repens (W.Bartram) Small",0.94,0.06,"closed","closed","closed",0,1
"Pistia stratiotes L.",0.61,0.39,"closed","closed","closed",1,1
"Rhapidophyllum hystrix (Fraser ex Thouin) H.Wendl. & Drude",1,0,"closed","closed","closed",0,1
"Quercus virginiana Mill.",0.74,0.26,"closed","closed","closed",1,1
"Quercus stellata Wangenh.",0.71,0.29,"closed","closed","closed",1,1
"Quercus similis Ashe",0.97,0.03,"closed","closed","closed",0,1
"Zenobia pulverulenta (Bartram ex Willd.) Pollard",1,0,"closed","closed","closed",0,1
"Quercus michauxii Nutt.",0.97,0.03,"closed","closed","closed",0,1
"Quercus myrtifolia Willd.",0.97,0.03,"closed","closed","closed",0,1
"Quercus phellos L.",0.93,0.07,"closed","closed","closed",0,1
"Quercus texana Buckley",0.66,0.34,"closed","closed","closed",1,1
"Vaccinium corymbosum L.",0.99,0.01,"closed","closed","closed",0,1
"Quercus coccinea Münchh.",0.93,0.07,"closed","closed","closed",0,1
"Quercus rubra L.",0.85,0.15,"closed","closed","closed",0,1
"Quercus geminata Small",0.94,0.06,"closed","closed","closed",0,1
"Quercus imbricaria Michx.",0.62,0.38,"closed","closed","closed",1,1
"Quercus lyrata Walter",0.94,0.06,"closed","closed","closed",0,1
"Oenothera pilosella Raf.",0.77,0.23,"closed","closed","closed",0,1
"Oenothera speciosa Nutt.",0.29,0.71,"open","open","open",1,1
"Quercus alba L.",0.88,0.12,"closed","closed","closed",0,1
"Quercus bicolor Willd.",0.79,0.21,"closed","closed","closed",0,1
"Comptonia peregrina (L.) Coult.",0.98,0.02,"closed","closed","closed",0,1
"Ludwigia grandiflora (Michx.) Greuter & Burdet",0.56,0.44,"closed","open","closed",1,1
"Salvia azurea Lam.",0.65,0.35,"closed","closed","closed",1,1
"Oenothera humifusa Nutt.",0.97,0.03,"closed","closed","closed",0,1
"Salvia coccinea Buc'hoz ex Etl.",0.74,0.26,"closed","closed","closed",1,1
"Oenothera fruticosa L.",1,0,"closed","closed","closed",0,1
"Oenothera riparia Nutt.",1,0,"closed","closed","closed",0,1
"Ludwigia palustris (L.) Elliott",0.79,0.21,"closed","closed","closed",0,1
"Ludwigia peploides (Kunth) P.H.Raven",0.51,0.49,"closed","open","closed",1,1
"Chamaedaphne calyculata (L.) Moench",0.92,0.08,"closed","closed","closed",0,1
"Empetrum nigrum L.",0.77,0.23,"closed","closed","closed",0,1
"Empetrum hermaphroditum Hagerup",0.45,0.55,"open","open","closed",1,1
"Vaccinium uliginosum L.",0.7,0.3,"closed","closed","closed",1,1
"Vaccinium myrtillus L.",0.84,0.16,"closed","closed","closed",0,1
"Pyrola rotundifolia L.",0.86,0.14,"closed","closed","closed",0,1
"Epilobium parviflorum Schreb.",0.74,0.26,"closed","closed","closed",1,1
"Calluna vulgaris (L.) Hull",0.79,0.21,"closed","closed","closed",0,1
"Epilobium tetragonum L.",0.7,0.3,"closed","closed","closed",1,1
"Epilobium hirsutum L.",0.69,0.31,"closed","closed","closed",1,1
"Epilobium montanum L.",0.85,0.15,"closed","closed","closed",0,1
"Epilobium roseum Schreb.",0.95,0.05,"closed","closed","closed",0,1
"Allium fibrillum M.E.Jones ex Abrams",0.8,0.2,"closed","closed","closed",0,1
"Carex interior L.H.Bailey",0.83,0.17,"closed","closed","closed",0,1
"Carex jonesii L.H.Bailey",0.89,0.11,"closed","closed","closed",0,1
"Lomatium nudicaule (Pursh) J.M.Coult. & Rose",0.58,0.42,"closed","open","closed",1,1
"Carex hoodii Boott",0.75,0.25,"closed","closed","closed",0,1
"Agrostis pallens Trin.",0.62,0.38,"closed","closed","closed",1,1
"Carex praticola Rydb.",0.73,0.27,"closed","closed","closed",1,1
"Koeleria macrantha (Ledeb.) Schult.",0.51,0.49,"closed","open","closed",1,1
"Carex microptera Mack.",0.72,0.28,"closed","closed","closed",1,1
"Carex leporina L.",0.85,0.15,"closed","closed","closed",0,1
"Carex canescens L.",0.86,0.14,"closed","closed","closed",0,1
"Carex concinnoides Mack.",0.9,0.1,"closed","closed","closed",0,1
